country,city,product_name,product_category,campaign_channel,budget_spent,clicks,conversion_rate,units_sold,campaign_date
france,paris,glow_serum,skin_care,email,4159.61,971212.0,0.0768,18.0,2024-03-20
usa,new_york,pure_clean_toner,skin_care,facebook,17542.91,10830.0,6.078482972136223,0.0,2024-03-20
usa,new_york,hydra_cream,skin_care,google_ads,16953.2,4414.0,6.078482972136223,126099.48148148147,2024-03-20
usa,new_york,hydra_cream,skin_care,email,21585.02,7260.0,6.078482972136223,42.0,2024-03-20
france,paris,glow_serum,skin_care,tiktok,19880.9,3276443.0,6.078482972136223,30.0,2024-03-20
italy,rome,hydra_cream,electronics,tiktok,12669.726343178621,4946.0,0.0755,199.0,2024-03-20
japan,tokyo,pure_clean_toner,furniture,facebook,24280.89,966223.0,0.1331,204967.0,2024-03-20
brazil,sao_paulo,hydra_cream,beauty,instagram,12669.726343178621,2349838.0,2.7,606.0,2024-03-20
usa,new_york,hydra_cream,electronics,billboard,18991.77,9684.0,11.5,0.0,2024-03-20
italy,rome,glow_serum,electronics,email,2151.85,1609.0,17.2,89130.0,2024-03-20
spain,madrid,pure_clean_toner,skin_care,google_ads,19861.99,959076.9351851852,12.3,39.0,2024-03-20
france,paris,hydra_cream,beauty,instagram,2215.41,16626.0,6.078482972136223,741637.0,2023-01-20
germany,berlin,pure_clean_toner,beauty,google_ads,21329.82,959076.9351851852,6.078482972136223,29.0,2023-01-20
france,paris,pure_clean_toner,skin_care,tiktok,3533.7,367.0,6.078482972136223,0.0,2023-01-20
usa,new_york,glow_serum,beauty,instagram,15868.86,959076.9351851852,10.2,126099.48148148147,2023-01-20
japan,tokyo,hydra_cream,beauty,instagram,4276.57,3535179.0,0.1309,506.0,2023-01-20
japan,paris,hydra_cream,beauty,google_ads,192.95,19695.0,0.1645,0.0,2023-01-20
canada,toronto,pure_clean_toner,beauty,billboard,22099.75,959076.9351851852,6.078482972136223,35.0,2025-01-26
italy,rome,pure_clean_toner,furniture,email,20917.09,959076.9351851852,0.2894,517.0,2025-01-26
canada,toronto,pure_clean_toner,furniture,facebook,6310.63,959076.9351851852,0.1658,126099.48148148147,2025-01-26
brazil,sao_paulo,glow_serum,skin_care,instagram,12669.726343178621,1360.0,13.1,126099.48148148147,2025-01-26
brazil,sao_paulo,pure_clean_toner,beauty,billboard,12669.726343178621,959076.9351851852,0.3351,20.0,2025-01-26
usa,new_york,glow_serum,skin_care,tiktok,12669.726343178621,959076.9351851852,0.3338,126099.48148148147,2024-12-21
brazil,sao_paulo,hydra_cream,electronics,instagram,21090.51,11667.0,6.078482972136223,283578.0,2024-12-21
brazil,sao_paulo,hydra_cream,beauty,tiktok,4101.13,14709.0,0.1839,0.0,2024-12-21
brazil,paris,hydra_cream,beauty,email,20743.03,959076.9351851852,21.0,746.0,2024-12-21
japan,tokyo,glow_serum,skin_care,facebook,19355.04,18893.0,5.5,87475.0,2024-12-21
brazil,sao_paulo,glow_serum,electronics,instagram,10420.62,959076.9351851852,31.0,0.0,2024-12-21
spain,madrid,glow_serum,skin_care,email,599.46,2053463.0,6.078482972136223,126099.48148148147,2024-07-27
usa,new_york,glow_serum,beauty,email,2034.2,4686323.0,9.3,126099.48148148147,2024-07-27
japan,tokyo,pure_clean_toner,beauty,tiktok,14982.47,959076.9351851852,6.078482972136223,126099.48148148147,2024-07-27
japan,tokyo,glow_serum,skin_care,facebook,20020.42,959076.9351851852,0.0052,0.0,2024-07-27
japan,paris,glow_serum,skin_care,facebook,12669.726343178621,959076.9351851852,0.0207,29.0,2024-07-27
spain,madrid,pure_clean_toner,skin_care,facebook,16785.64,19169.0,6.078482972136223,142.0,2024-07-27
usa,new_york,pure_clean_toner,skin_care,billboard,12669.726343178621,14458.0,0.2824,34.0,2024-07-27
brazil,sao_paulo,hydra_cream,beauty,tiktok,12669.726343178621,3177443.0,0.3494,101.0,2023-01-25
usa,new_york,pure_clean_toner,skin_care,billboard,800.04,13579.0,6.078482972136223,126099.48148148147,2025-06-23
usa,new_york,pure_clean_toner,skin_care,billboard,12669.726343178621,7732.0,6.078482972136223,39.0,2025-06-23
usa,new_york,glow_serum,beauty,instagram,9465.56,959076.9351851852,6.078482972136223,126099.48148148147,2025-06-23
brazil,sao_paulo,pure_clean_toner,furniture,facebook,20229.12,12006.0,6.7,0.0,2025-06-23
france,paris,hydra_cream,electronics,email,9806.83,959076.9351851852,0.1234,126099.48148148147,2023-03-05
france,paris,glow_serum,electronics,billboard,23690.19,959076.9351851852,28.4,678054.0,2023-03-05
spain,madrid,hydra_cream,beauty,tiktok,7148.59,959076.9351851852,0.3273,126099.48148148147,2023-03-05
brazil,sao_paulo,glow_serum,skin_care,instagram,12669.726343178621,3227584.0,6.078482972136223,811656.0,2023-03-05
usa,new_york,hydra_cream,beauty,instagram,10385.49,959076.9351851852,6.078482972136223,0.0,2025-05-17
canada,toronto,pure_clean_toner,furniture,billboard,12669.726343178621,4345942.0,6.078482972136223,800.0,2025-05-17
brazil,sao_paulo,hydra_cream,beauty,email,12669.726343178621,6138.0,6.078482972136223,32.0,2025-05-17
brazil,sao_paulo,hydra_cream,skin_care,email,7781.05,959076.9351851852,8.8,59.0,2024-06-09
brazil,sao_paulo,pure_clean_toner,furniture,tiktok,14544.28,9865.0,0.2034,126099.48148148147,2024-06-09
brazil,sao_paulo,pure_clean_toner,beauty,facebook,22144.83,4883951.0,0.1031,50.0,2023-01-07
italy,paris,hydra_cream,electronics,instagram,6051.98,4355848.0,6.078482972136223,422657.0,2023-01-07
italy,rome,pure_clean_toner,furniture,billboard,5826.26,2896.0,0.2275,32.0,2023-01-07
spain,madrid,pure_clean_toner,beauty,facebook,15114.08,1165261.0,6.078482972136223,0.0,2023-01-02
brazil,sao_paulo,pure_clean_toner,skin_care,facebook,22655.43,959076.9351851852,6.078482972136223,126099.48148148147,2023-01-02
italy,paris,hydra_cream,beauty,instagram,13863.86,15196.0,0.0338,44.0,2023-01-02
brazil,sao_paulo,glow_serum,electronics,billboard,8374.29,12125.0,21.2,422.0,2023-01-02
japan,tokyo,hydra_cream,beauty,billboard,7375.24,959076.9351851852,6.078482972136223,602338.0,2023-01-02
france,paris,glow_serum,beauty,email,23971.02,1630803.0,6.078482972136223,779.0,2023-01-02
brazil,sao_paulo,hydra_cream,skin_care,instagram,12669.726343178621,959076.9351851852,6.078482972136223,0.0,2023-01-02
france,paris,pure_clean_toner,beauty,email,12669.726343178621,959076.9351851852,6.078482972136223,126099.48148148147,2023-01-02
france,paris,glow_serum,beauty,email,3460.71,6134.0,6.078482972136223,591910.0,2023-01-02
france,paris,hydra_cream,skin_care,tiktok,23040.3,3466.0,0.2704,645094.0,2023-01-02
italy,rome,hydra_cream,skin_care,instagram,12669.726343178621,17480.0,5.0,126099.48148148147,2023-01-02
france,paris,hydra_cream,beauty,instagram,2317.66,959076.9351851852,4.2,243.0,2023-01-02
france,paris,glow_serum,electronics,instagram,12669.726343178621,959076.9351851852,0.282,0.0,2023-01-02
spain,madrid,pure_clean_toner,beauty,tiktok,12669.726343178621,959076.9351851852,6.078482972136223,42.0,2023-01-02
canada,toronto,hydra_cream,skin_care,email,12669.726343178621,959076.9351851852,33.4,183048.0,2023-01-02
japan,tokyo,hydra_cream,skin_care,instagram,803.78,1679541.0,6.078482972136223,429.0,2024-04-20
japan,tokyo,glow_serum,skin_care,instagram,4873.29,959076.9351851852,0.338,45.0,2024-04-20
canada,toronto,glow_serum,skin_care,google_ads,7622.47,9742.0,0.0726,763.0,2024-04-20
canada,toronto,pure_clean_toner,furniture,instagram,10290.36,959076.9351851852,30.1,126099.48148148147,2024-04-20
brazil,sao_paulo,glow_serum,beauty,email,3700.81,3720.0,26.2,0.0,2023-12-09
italy,rome,pure_clean_toner,beauty,instagram,10262.66,3081559.0,0.5,0.0,2023-08-24
germany,berlin,glow_serum,skin_care,email,12669.726343178621,959076.9351851852,6.078482972136223,126099.48148148147,2023-07-10
germany,berlin,hydra_cream,skin_care,tiktok,21782.58,13135.0,6.078482972136223,88112.0,2023-07-10
spain,madrid,glow_serum,electronics,email,18601.56,1198010.0,6.078482972136223,201142.0,2023-07-10
japan,tokyo,pure_clean_toner,beauty,instagram,7673.12,4166.0,27.5,46.0,2023-07-10
brazil,sao_paulo,hydra_cream,skin_care,tiktok,14504.93,4426452.0,21.9,31.0,2023-07-10
japan,tokyo,glow_serum,beauty,facebook,12669.726343178621,14850.0,33.4,922975.0,2023-07-10
italy,rome,hydra_cream,beauty,billboard,6798.45,3312977.0,0.1946,633692.0,2023-07-10
brazil,sao_paulo,glow_serum,skin_care,email,12669.726343178621,11982.0,0.0686,49.0,2023-07-10
brazil,sao_paulo,glow_serum,skin_care,google_ads,16364.39,16243.0,0.11,485.0,2023-07-10
japan,tokyo,pure_clean_toner,skin_care,instagram,5816.38,7500.0,0.3106,126099.48148148147,2023-07-10
usa,new_york,glow_serum,skin_care,tiktok,12669.726343178621,2272950.0,6.078482972136223,142387.0,2023-07-10
usa,new_york,hydra_cream,beauty,email,12669.726343178621,2386.0,6.078482972136223,840253.0,2023-07-10
germany,berlin,pure_clean_toner,skin_care,email,12669.726343178621,959076.9351851852,0.2553,583635.0,2023-07-10
brazil,paris,hydra_cream,skin_care,instagram,18424.59,632.0,0.14,33.0,2023-07-10
italy,rome,hydra_cream,beauty,tiktok,22086.47,66.0,0.2712,9.0,2025-07-24
usa,new_york,glow_serum,skin_care,instagram,12669.726343178621,11897.0,6.078482972136223,0.0,2025-07-24
usa,new_york,glow_serum,skin_care,tiktok,12669.726343178621,1479848.0,19.1,0.0,2025-07-24
canada,toronto,pure_clean_toner,skin_care,instagram,12669.726343178621,959076.9351851852,0.1762,0.0,2025-07-24
france,paris,glow_serum,skin_care,tiktok,17253.19,2286534.0,6.078482972136223,126099.48148148147,2025-07-24
germany,berlin,glow_serum,electronics,instagram,877.9,959076.9351851852,0.2586,156884.0,2025-07-24
usa,new_york,hydra_cream,beauty,facebook,24867.86,5746.0,33.5,27.0,2025-07-24
germany,berlin,hydra_cream,beauty,instagram,13432.53,16777.0,6.078482972136223,0.0,2025-07-24
france,paris,hydra_cream,beauty,billboard,12669.726343178621,959076.9351851852,0.2553,35.0,2024-05-09
france,paris,pure_clean_toner,skin_care,instagram,20693.46,2295467.0,6.078482972136223,126099.48148148147,2024-05-09
france,paris,pure_clean_toner,skin_care,facebook,12669.726343178621,3341470.0,0.0315,0.0,2024-05-09
germany,berlin,pure_clean_toner,skin_care,facebook,17511.83,3985.0,6.078482972136223,114.0,2024-05-09
usa,new_york,glow_serum,electronics,tiktok,12669.726343178621,1762.0,0.3114,126099.48148148147,2024-05-09
brazil,sao_paulo,hydra_cream,electronics,instagram,12669.726343178621,959076.9351851852,0.1509,25.0,2024-05-09
france,paris,hydra_cream,beauty,google_ads,12669.726343178621,959076.9351851852,0.2922,10.0,2024-05-09
italy,rome,glow_serum,skin_care,tiktok,12057.53,5804.0,6.1,126099.48148148147,2024-05-09
usa,new_york,glow_serum,skin_care,tiktok,20790.16,6839.0,7.4,16.0,2024-09-07
canada,toronto,glow_serum,beauty,instagram,11514.95,959076.9351851852,0.2786,126099.48148148147,2024-09-07
germany,berlin,glow_serum,skin_care,tiktok,12669.726343178621,7474.0,0.0001,30.0,2024-09-07
usa,paris,pure_clean_toner,beauty,tiktok,18604.61,1310075.0,6.078482972136223,0.0,2023-07-15
france,paris,hydra_cream,skin_care,tiktok,1023.36,960987.0,0.337,0.0,2023-07-15
brazil,sao_paulo,glow_serum,skin_care,instagram,12669.726343178621,6778.0,0.3224,368.0,2023-07-15
germany,berlin,glow_serum,skin_care,instagram,20301.68,13639.0,21.8,126099.48148148147,2023-07-15
usa,new_york,hydra_cream,beauty,tiktok,23821.11,959076.9351851852,6.078482972136223,744165.0,2023-07-15
france,paris,hydra_cream,skin_care,instagram,12669.726343178621,12476.0,6.078482972136223,126099.48148148147,2023-07-15
usa,new_york,pure_clean_toner,furniture,instagram,18706.93,10009.0,6.078482972136223,551.0,2023-07-15
japan,tokyo,hydra_cream,skin_care,email,11766.08,19782.0,0.2117,791586.0,2023-07-15
japan,tokyo,hydra_cream,electronics,email,14926.14,2398324.0,0.1732,0.0,2023-07-15
japan,paris,pure_clean_toner,beauty,tiktok,5511.52,14910.0,31.1,13.0,2023-07-15
brazil,sao_paulo,glow_serum,skin_care,instagram,21089.69,17720.0,21.5,3.0,2023-07-15
usa,new_york,hydra_cream,electronics,google_ads,12509.24,959076.9351851852,0.2231,13.0,2023-07-15
usa,new_york,hydra_cream,electronics,billboard,5365.85,3814447.0,14.7,40.0,2024-12-02
japan,tokyo,hydra_cream,skin_care,instagram,12669.726343178621,10719.0,0.2599,774080.0,2024-12-02
japan,tokyo,hydra_cream,skin_care,google_ads,12669.726343178621,14022.0,6.078482972136223,438.0,2024-12-02
usa,new_york,pure_clean_toner,skin_care,google_ads,12669.726343178621,959076.9351851852,0.3475,680.0,2025-04-03
italy,rome,glow_serum,electronics,tiktok,13687.0,11815.0,6.078482972136223,126099.48148148147,2025-04-03
japan,tokyo,glow_serum,beauty,instagram,23248.98,15645.0,6.078482972136223,126099.48148148147,2025-04-03
italy,rome,pure_clean_toner,furniture,tiktok,12669.726343178621,19441.0,6.078482972136223,0.0,2024-05-18
brazil,sao_paulo,pure_clean_toner,furniture,facebook,1513.31,17504.0,6.078482972136223,39.0,2024-05-18
brazil,sao_paulo,pure_clean_toner,furniture,google_ads,17223.72,3377869.0,6.078482972136223,126099.48148148147,2024-05-18
france,paris,hydra_cream,beauty,google_ads,12669.726343178621,959076.9351851852,24.4,0.0,2024-05-18
italy,rome,pure_clean_toner,skin_care,instagram,20073.33,2046717.0,0.0793,25.0,2024-05-18
spain,madrid,glow_serum,skin_care,email,5314.42,4256929.0,0.2224,2.0,2024-05-18
france,paris,hydra_cream,skin_care,tiktok,12155.49,2894445.0,6.078482972136223,26.0,2024-05-18
germany,berlin,hydra_cream,electronics,email,12669.726343178621,959076.9351851852,6.078482972136223,126099.48148148147,2024-05-18
canada,toronto,glow_serum,skin_care,email,12669.726343178621,3774972.0,6.078482972136223,888739.0,2024-05-18
japan,tokyo,hydra_cream,beauty,instagram,12669.726343178621,15815.0,6.078482972136223,0.0,2024-05-18
usa,paris,hydra_cream,skin_care,google_ads,14674.92,959076.9351851852,6.078482972136223,131.0,2024-05-18
france,paris,glow_serum,skin_care,billboard,14650.63,959076.9351851852,6.078482972136223,665000.0,2024-05-18
germany,berlin,glow_serum,skin_care,facebook,9442.03,2011820.0,4.0,41.0,2024-05-18
germany,berlin,pure_clean_toner,skin_care,instagram,12669.726343178621,4664235.0,0.2256,126099.48148148147,2024-05-18
italy,rome,pure_clean_toner,skin_care,instagram,21116.75,3248186.0,6.078482972136223,447203.0,2024-05-18
brazil,sao_paulo,pure_clean_toner,skin_care,email,16713.48,1165788.0,6.078482972136223,126099.48148148147,2024-05-18
brazil,sao_paulo,pure_clean_toner,skin_care,google_ads,21516.7,7103.0,32.2,412.0,2024-05-18
italy,rome,hydra_cream,electronics,email,12669.726343178621,2834869.0,10.5,126099.48148148147,2024-05-18
spain,madrid,hydra_cream,beauty,email,9793.61,959076.9351851852,6.078482972136223,257.0,2024-05-18
france,paris,pure_clean_toner,furniture,email,23195.14,959076.9351851852,0.0973,15.0,2024-05-18
france,paris,pure_clean_toner,skin_care,instagram,12669.726343178621,280.0,32.6,0.0,2024-05-18
japan,tokyo,glow_serum,electronics,tiktok,12669.726343178621,959076.9351851852,6.078482972136223,737.0,2024-05-18
spain,paris,pure_clean_toner,skin_care,instagram,11165.17,959076.9351851852,14.9,126099.48148148147,2025-10-07
germany,berlin,hydra_cream,skin_care,email,12669.726343178621,15082.0,27.6,492980.0,2025-10-07
germany,berlin,pure_clean_toner,skin_care,instagram,12669.726343178621,3063.0,0.0426,716250.0,2025-10-07
japan,tokyo,glow_serum,electronics,tiktok,12669.726343178621,9819.0,6.078482972136223,75.0,2025-10-07
spain,madrid,glow_serum,beauty,instagram,12669.726343178621,4743130.0,0.1855,388.0,2025-10-07
japan,tokyo,hydra_cream,beauty,billboard,15924.2,959076.9351851852,6.078482972136223,126099.48148148147,2025-10-07
usa,new_york,pure_clean_toner,skin_care,tiktok,3787.96,959076.9351851852,32.8,50.0,2025-10-07
germany,berlin,hydra_cream,skin_care,instagram,12669.726343178621,2181687.0,10.4,61018.0,2025-10-07
brazil,sao_paulo,glow_serum,skin_care,instagram,12669.726343178621,959076.9351851852,0.0367,232832.0,2025-10-07
brazil,sao_paulo,glow_serum,skin_care,instagram,21902.43,5008.0,0.1724,168.0,2023-01-21
japan,tokyo,glow_serum,skin_care,instagram,12669.726343178621,959076.9351851852,6.078482972136223,0.0,2023-01-21
usa,paris,pure_clean_toner,skin_care,google_ads,4326.88,959076.9351851852,0.3471,721882.0,2023-01-21
usa,new_york,glow_serum,skin_care,billboard,12669.726343178621,157.0,13.9,412.0,2023-01-21
brazil,sao_paulo,glow_serum,skin_care,email,13839.95,6748.0,6.078482972136223,553636.0,2023-01-21
canada,paris,glow_serum,skin_care,instagram,7895.62,959076.9351851852,0.0861,20.0,2023-01-21
canada,toronto,hydra_cream,electronics,tiktok,4788.75,4038395.0,0.0913,9.0,2023-01-21
canada,toronto,pure_clean_toner,beauty,instagram,12157.62,959076.9351851852,6.078482972136223,126099.48148148147,2023-01-21
france,paris,hydra_cream,electronics,instagram,3531.35,995935.0,0.1255,8.0,2023-01-21
italy,rome,pure_clean_toner,furniture,tiktok,12669.726343178621,1986.0,6.078482972136223,0.0,2023-01-21
italy,rome,glow_serum,skin_care,instagram,9392.87,4324.0,24.9,696.0,2024-11-27
italy,rome,glow_serum,electronics,instagram,4981.59,959076.9351851852,0.111,449.0,2024-11-27
france,paris,hydra_cream,electronics,email,12669.726343178621,11975.0,0.2053,0.0,2024-11-27
italy,rome,pure_clean_toner,furniture,instagram,18171.7,16043.0,0.1311,205.0,2024-03-16
canada,toronto,hydra_cream,electronics,instagram,1307.22,18493.0,21.3,0.0,2024-03-16
usa,new_york,hydra_cream,electronics,facebook,12669.726343178621,3699034.0,7.1,0.0,2025-06-06
brazil,sao_paulo,pure_clean_toner,furniture,facebook,12669.726343178621,959076.9351851852,0.176,18.0,2025-06-06
france,paris,pure_clean_toner,skin_care,instagram,12669.726343178621,959076.9351851852,6.078482972136223,0.0,2025-06-06
japan,tokyo,hydra_cream,beauty,google_ads,12669.726343178621,959076.9351851852,0.2937,126099.48148148147,2025-06-06
italy,rome,glow_serum,electronics,google_ads,12669.726343178621,16234.0,6.078482972136223,7.0,2025-06-06
france,paris,glow_serum,skin_care,billboard,11442.12,2031.0,0.1023,0.0,2025-06-06
italy,rome,glow_serum,skin_care,instagram,12669.726343178621,3569520.0,6.078482972136223,18.0,2025-06-06
usa,new_york,glow_serum,electronics,email,7203.76,3083054.0,6.078482972136223,347.0,2025-06-06
usa,new_york,glow_serum,beauty,instagram,3053.45,959076.9351851852,6.078482972136223,190802.0,2025-06-06
brazil,sao_paulo,pure_clean_toner,skin_care,email,21942.29,13677.0,6.078482972136223,94.0,2025-07-11
france,paris,hydra_cream,beauty,instagram,12672.92,4972832.0,0.0983,20.0,2023-07-14
brazil,sao_paulo,pure_clean_toner,skin_care,instagram,13244.53,10578.0,6.078482972136223,408.0,2023-07-14
france,paris,pure_clean_toner,furniture,facebook,18112.84,8705.0,6.078482972136223,430872.0,2023-07-14
canada,toronto,pure_clean_toner,beauty,instagram,18178.22,959076.9351851852,6.078482972136223,1.0,2023-07-14
brazil,sao_paulo,pure_clean_toner,beauty,google_ads,24442.47,2110.0,13.0,33.0,2023-07-14
japan,tokyo,pure_clean_toner,beauty,billboard,12101.88,17744.0,29.1,933386.0,2023-07-14
italy,rome,pure_clean_toner,skin_care,instagram,14355.34,959076.9351851852,26.8,565710.0,2025-02-20
france,paris,glow_serum,skin_care,billboard,84.93,3166111.0,13.2,791066.0,2025-02-20
france,paris,glow_serum,skin_care,instagram,12669.726343178621,2779903.0,0.0026,28.0,2025-02-20
brazil,sao_paulo,hydra_cream,beauty,tiktok,11445.38,1907.0,0.0125,126099.48148148147,2025-02-20
brazil,sao_paulo,hydra_cream,skin_care,email,2376.9,959076.9351851852,6.078482972136223,0.0,2025-02-20
italy,rome,glow_serum,skin_care,tiktok,14432.37,5330.0,0.2743,0.0,2025-02-20
brazil,sao_paulo,hydra_cream,beauty,facebook,5968.34,959076.9351851852,6.078482972136223,133.0,2025-02-20
italy,rome,pure_clean_toner,skin_care,tiktok,23226.17,3260.0,0.0155,590.0,2025-02-20
france,paris,hydra_cream,skin_care,billboard,12333.26,3458029.0,6.078482972136223,0.0,2025-02-20
canada,toronto,glow_serum,skin_care,instagram,24208.2,959076.9351851852,0.1049,413.0,2025-02-20
usa,new_york,hydra_cream,beauty,google_ads,12669.726343178621,959076.9351851852,0.3355,491.0,2023-01-12
italy,rome,pure_clean_toner,beauty,instagram,5118.98,3578191.0,0.0193,495.0,2023-01-12
france,paris,glow_serum,electronics,billboard,5455.91,8945.0,6.078482972136223,126099.48148148147,2023-01-12
japan,tokyo,hydra_cream,skin_care,tiktok,12669.726343178621,959076.9351851852,0.0555,14.0,2023-12-08
france,paris,glow_serum,skin_care,tiktok,12669.726343178621,959076.9351851852,6.078482972136223,0.0,2023-12-08
canada,toronto,glow_serum,skin_care,email,12669.726343178621,959076.9351851852,0.0244,21.0,2023-12-08
italy,rome,glow_serum,skin_care,google_ads,21191.63,959076.9351851852,6.078482972136223,280166.0,2023-12-08
france,paris,hydra_cream,beauty,instagram,3832.88,10565.0,21.4,9.0,2023-12-08
japan,tokyo,glow_serum,beauty,google_ads,12669.726343178621,959076.9351851852,21.1,976202.0,2024-12-22
france,paris,glow_serum,beauty,instagram,12669.726343178621,959076.9351851852,6.078482972136223,126099.48148148147,2024-12-22
italy,rome,hydra_cream,skin_care,facebook,15090.65,959076.9351851852,0.0424,0.0,2024-12-22
japan,tokyo,hydra_cream,skin_care,billboard,12669.726343178621,2401258.0,0.1128,658.0,2024-12-22
usa,new_york,pure_clean_toner,skin_care,email,6685.04,9325.0,6.078482972136223,497917.0,2024-12-22
canada,toronto,pure_clean_toner,skin_care,tiktok,12864.38,10516.0,0.1087,10.0,2024-12-22
italy,rome,glow_serum,skin_care,instagram,12669.726343178621,978707.0,0.0387,126099.48148148147,2024-12-22
usa,new_york,pure_clean_toner,beauty,tiktok,12669.726343178621,9806.0,0.2022,0.0,2024-12-22
brazil,sao_paulo,hydra_cream,beauty,instagram,11607.19,959076.9351851852,0.0847,556.0,2024-12-22
usa,new_york,pure_clean_toner,skin_care,email,12669.726343178621,19308.0,6.078482972136223,126099.48148148147,2025-12-07
france,paris,hydra_cream,beauty,instagram,12669.726343178621,959076.9351851852,6.078482972136223,126099.48148148147,2025-12-07
japan,tokyo,hydra_cream,skin_care,tiktok,12669.726343178621,16922.0,1.8,799.0,2025-12-07
usa,new_york,hydra_cream,beauty,instagram,4779.45,1131713.0,0.1846,790424.0,2025-11-20
brazil,sao_paulo,pure_clean_toner,furniture,email,19590.33,8769.0,6.078482972136223,226018.0,2025-11-20
spain,madrid,pure_clean_toner,skin_care,instagram,12669.726343178621,959076.9351851852,6.078482972136223,126099.48148148147,2025-11-20
france,paris,glow_serum,skin_care,instagram,23645.75,4904775.0,0.1028,15.0,2025-11-20
germany,berlin,hydra_cream,skin_care,facebook,12464.9,3541.0,0.1317,5.0,2025-11-20
germany,paris,glow_serum,skin_care,tiktok,12669.726343178621,6290.0,0.076,8.0,2025-11-20
brazil,sao_paulo,glow_serum,skin_care,email,12669.726343178621,959076.9351851852,0.2428,84.0,2025-11-20
brazil,sao_paulo,hydra_cream,electronics,instagram,14292.92,3342.0,6.078482972136223,637.0,2025-11-20
brazil,sao_paulo,pure_clean_toner,skin_care,instagram,12669.726343178621,15036.0,29.4,1.0,2023-04-11
spain,madrid,glow_serum,skin_care,facebook,4592.85,8680.0,6.078482972136223,0.0,2023-04-11
usa,new_york,pure_clean_toner,skin_care,instagram,21274.86,959076.9351851852,0.2411,0.0,2023-04-11
usa,new_york,pure_clean_toner,furniture,email,12669.726343178621,959076.9351851852,0.06,604491.0,2023-04-11
japan,tokyo,hydra_cream,skin_care,billboard,12669.726343178621,6057.0,6.078482972136223,476.0,2023-04-11
italy,rome,hydra_cream,electronics,email,24797.42,11146.0,0.1934,406.0,2023-04-11
japan,tokyo,hydra_cream,beauty,tiktok,21819.98,959076.9351851852,0.0579,9.0,2023-08-21
canada,toronto,glow_serum,beauty,instagram,12669.726343178621,959076.9351851852,11.3,0.0,2023-08-21
canada,toronto,hydra_cream,skin_care,billboard,16038.31,959076.9351851852,19.5,620993.0,2023-08-21
france,paris,glow_serum,skin_care,instagram,12696.75,1360452.0,0.0436,0.0,2023-08-21
japan,tokyo,hydra_cream,beauty,email,12682.23,3238254.0,3.1,0.0,2023-08-21
france,paris,pure_clean_toner,beauty,billboard,1226.48,6024.0,6.078482972136223,269.0,2023-08-21
italy,rome,pure_clean_toner,skin_care,instagram,15427.33,959076.9351851852,6.078482972136223,246.0,2023-08-21
brazil,sao_paulo,glow_serum,skin_care,google_ads,5470.48,959076.9351851852,6.078482972136223,32.0,2025-12-03
brazil,sao_paulo,pure_clean_toner,skin_care,billboard,13565.53,8087.0,6.078482972136223,126099.48148148147,2025-12-03
japan,tokyo,glow_serum,skin_care,tiktok,12669.726343178621,959076.9351851852,0.2017,906193.0,2025-12-03
spain,madrid,hydra_cream,skin_care,email,20415.76,2487.0,15.8,0.0,2025-12-03
italy,paris,glow_serum,beauty,email,10977.97,8829.0,0.0395,0.0,2023-03-06
germany,berlin,glow_serum,skin_care,email,17723.59,777.0,20.7,126099.48148148147,2023-03-06
japan,tokyo,glow_serum,electronics,email,11626.61,959076.9351851852,6.078482972136223,528.0,2023-03-06
spain,madrid,hydra_cream,skin_care,tiktok,2160.93,4468450.0,6.078482972136223,32.0,2023-03-06
brazil,sao_paulo,hydra_cream,beauty,billboard,12551.0,959076.9351851852,6.078482972136223,6.0,2023-03-06
brazil,sao_paulo,hydra_cream,skin_care,billboard,17643.87,959076.9351851852,6.078482972136223,126099.48148148147,2023-03-06
france,paris,glow_serum,skin_care,facebook,12669.726343178621,1709626.0,3.1,719831.0,2023-03-06
